"sp","lon","lat"
"Oligoryzomys nigripes",-40.47,-20.27
"Oligoryzomys nigripes",-46.58,-20.3
"Oligoryzomys nigripes",-41.88,-20.52
"Oligoryzomys nigripes",-41.78,-20.63
"Oligoryzomys nigripes",-56.85,-20.7
"Oligoryzomys nigripes",-42.88,-20.75
"Oligoryzomys nigripes",-47.8,-21.32
"Oligoryzomys nigripes",-47.7,-21.55
"Oligoryzomys nigripes",-44.92,-21.97
"Oligoryzomys nigripes",-42.67,-22.05
"Oligoryzomys nigripes",-42.52,-22.27
"Oligoryzomys nigripes",-47.53,-22.38
"Oligoryzomys nigripes",-42.97,-22.42
"Oligoryzomys nigripes",-49.92,-22.42
"Oligoryzomys nigripes",-42.53,-22.43
"Oligoryzomys nigripes",-48.17,-22.55
"Oligoryzomys nigripes",-56.77,-22.57
"Oligoryzomys nigripes",-55.97,-22.62
"Oligoryzomys nigripes",-46.92,-22.72
"Oligoryzomys nigripes",-45.65,-22.82
"Oligoryzomys nigripes",-43.77,-22.87
"Oligoryzomys nigripes",-45.53,-23.02
"Oligoryzomys nigripes",-47.05,-23.43
"Oligoryzomys nigripes",-48.03,-23.6
"Oligoryzomys nigripes",-47.7,-23.8
"Oligoryzomys nigripes",-49.42,-23.97
"Oligoryzomys nigripes",-47.63,-24.12
"Oligoryzomys nigripes",-48.5,-24.2
"Oligoryzomys nigripes",-47.22,-24.27
"Oligoryzomys nigripes",-47.63,-24.32
"Oligoryzomys nigripes",-47.53,-24.72
"Oligoryzomys nigripes",-47.55,-24.72
"Oligoryzomys nigripes",-56.38,-25.17
"Oligoryzomys nigripes",-57.57,-25.27
"Oligoryzomys nigripes",-57.67,-25.27
"Oligoryzomys nigripes",-55.72,-25.42
"Oligoryzomys nigripes",-49.05,-25.43
"Oligoryzomys nigripes",-54.5,-25.5
"Oligoryzomys nigripes",-56.92,-25.67
"Oligoryzomys nigripes",-48.57,-25.87
"Oligoryzomys nigripes",-57.03,-26.02
"Oligoryzomys nigripes",-54.77,-26.62
"Oligoryzomys nigripes",-57.03,-26.87
"Oligoryzomys nigripes",-56.37,-27.12
"Oligoryzomys nigripes",-52.02,-27.22
"Oligoryzomys nigripes",-53.87,-27.25
"Oligoryzomys nigripes",-52.32,-27.27
"Oligoryzomys nigripes",-55.88,-27.32
"Oligoryzomys nigripes",-52.32,-27.38
"Oligoryzomys nigripes",-51.18,-28.05
"Oligoryzomys nigripes",-51.17,-28.32
"Oligoryzomys nigripes",-53.78,-29.02
"Oligoryzomys nigripes",-53.83,-29.07
"Oligoryzomys nigripes",-53.85,-29.07
"Oligoryzomys nigripes",-51.17,-29.17
"Oligoryzomys nigripes",-50.28,-29.27
"Oligoryzomys nigripes",-49.72,-29.33
"Oligoryzomys nigripes",-50.93,-29.58
"Oligoryzomys nigripes",-51.03,-29.58
"Oligoryzomys nigripes",-51,-29.62
"Oligoryzomys nigripes",-50.45,-29.63
"Oligoryzomys nigripes",-50.17,-29.67
"Oligoryzomys nigripes",-51.18,-29.77
"Oligoryzomys nigripes",-50.15,-29.8
"Oligoryzomys nigripes",-50.27,-29.88
"Oligoryzomys nigripes",-50.13,-29.97
"Oligoryzomys nigripes",-50.2,-29.97
"Oligoryzomys nigripes",-51.62,-29.97
"Oligoryzomys nigripes",-51.22,-30.02
"Oligoryzomys nigripes",-51.6,-30.08
"Oligoryzomys nigripes",-51.17,-30.18
"Oligoryzomys nigripes",-51.67,-30.3
"Oligoryzomys nigripes",-50.27,-30.33
"Oligoryzomys nigripes",-51.38,-30.67
"Oligoryzomys nigripes",-50.95,-31.1
"Oligoryzomys nigripes",-38.92,-4.22
"Oligoryzomys nigripes",-47.16,-13.44
"Oligoryzomys nigripes",-46.28,-13.59
"Oligoryzomys nigripes",-46.37,-13.64
"Oligoryzomys nigripes",-39.14,-14.02
"Oligoryzomys nigripes",-47.7,-14.09
"Oligoryzomys nigripes",-47.71,-14.09
"Oligoryzomys nigripes",-46.11,-14.5
"Oligoryzomys nigripes",-47.13,-14.97
"Oligoryzomys nigripes",-45.9,-15.38
"Oligoryzomys nigripes",-48.05,-15.49
"Oligoryzomys nigripes",-48.05,-15.56
"Oligoryzomys nigripes",-48.01,-15.6
"Oligoryzomys nigripes",-47.71,-15.61
"Oligoryzomys nigripes",-48.03,-15.69
"Oligoryzomys nigripes",-48,-15.7
"Oligoryzomys nigripes",-48.01,-15.71
"Oligoryzomys nigripes",-47.83,-15.86
"Oligoryzomys nigripes",-47.83,-15.92
"Oligoryzomys nigripes",-47.86,-15.94
"Oligoryzomys nigripes",-47.94,-15.94
"Oligoryzomys nigripes",-47.96,-15.95
"Oligoryzomys nigripes",-47.97,-15.96
"Oligoryzomys nigripes",-39.37,-15.97
"Oligoryzomys nigripes",-48.63,-17.85
"Oligoryzomys nigripes",-51.97,-18.66
"Oligoryzomys nigripes",-57.63,-19.2
"Oligoryzomys nigripes",-57.56,-19.21
"Oligoryzomys nigripes",-43.63,-19.33
"Oligoryzomys nigripes",-43.97,-19.61
"Oligoryzomys nigripes",-43.95,-19.63
"Oligoryzomys nigripes",-40.53,-19.95
"Oligoryzomys nigripes",-40.6,-19.96
"Oligoryzomys nigripes",-40.54,-19.97
"Oligoryzomys nigripes",-40.58,-19.97
"Oligoryzomys nigripes",-43.97,-20.05
"Oligoryzomys nigripes",-40.46,-20.37
"Oligoryzomys nigripes",-40.61,-20.77
"Oligoryzomys nigripes",-48.01,-21.08
"Oligoryzomys nigripes",-57.48,-21.08
"Oligoryzomys nigripes",-44.92,-21.26
"Oligoryzomys nigripes",-44.99,-21.29
"Oligoryzomys nigripes",-44.99,-21.3
"Oligoryzomys nigripes",-44.56,-21.58
"Oligoryzomys nigripes",-44.56,-21.59
"Oligoryzomys nigripes",-42.93,-22.36
"Oligoryzomys nigripes",-47.48,-22.36
"Oligoryzomys nigripes",-52.37,-22.4
"Oligoryzomys nigripes",-43.01,-22.47
"Oligoryzomys nigripes",-42.86,-22.51
"Oligoryzomys nigripes",-52.28,-22.52
"Oligoryzomys nigripes",-42.83,-22.54
"Oligoryzomys nigripes",-42.86,-22.59
"Oligoryzomys nigripes",-47.63,-22.69
"Oligoryzomys nigripes",-43.44,-22.92
"Oligoryzomys nigripes",-43.46,-22.93
"Oligoryzomys nigripes",-45.08,-23.32
"Oligoryzomys nigripes",-48.47,-23.34
"Oligoryzomys nigripes",-48.44,-23.39
"Oligoryzomys nigripes",-45.23,-23.43
"Oligoryzomys nigripes",-46.96,-23.67
"Oligoryzomys nigripes",-46.95,-23.68
"Oligoryzomys nigripes",-46.95,-23.72
"Oligoryzomys nigripes",-47,-23.74
"Oligoryzomys nigripes",-47.12,-23.77
"Oligoryzomys nigripes",-47.67,-23.93
"Oligoryzomys nigripes",-55.45,-24.12
"Oligoryzomys nigripes",-55.43,-24.15
"Oligoryzomys nigripes",-48.1,-24.22
"Oligoryzomys nigripes",-48.33,-24.29
"Oligoryzomys nigripes",-55.35,-24.54
"Oligoryzomys nigripes",-54.47,-24.82
"Oligoryzomys nigripes",-47.92,-25.07
"Oligoryzomys nigripes",-53.65,-25.07
"Oligoryzomys nigripes",-48.24,-25.15
"Oligoryzomys nigripes",-48.89,-25.47
"Oligoryzomys nigripes",-48.64,-25.61
"Oligoryzomys nigripes",-48.6,-25.66
"Oligoryzomys nigripes",-48.6,-25.74
"Oligoryzomys nigripes",-48.53,-26.24
"Oligoryzomys nigripes",-51.33,-26.43
"Oligoryzomys nigripes",-55.76,-26.46
"Oligoryzomys nigripes",-51.71,-26.58
"Oligoryzomys nigripes",-49.67,-26.7
"Oligoryzomys nigripes",-49.1,-27.05
"Oligoryzomys nigripes",-51.78,-27.14
"Oligoryzomys nigripes",-53.03,-27.44
"Oligoryzomys nigripes",-48.51,-27.6
"Oligoryzomys nigripes",-52.22,-28.04
"Oligoryzomys nigripes",-52.19,-28.32
"Oligoryzomys nigripes",-49.59,-28.6
"Oligoryzomys nigripes",-50.2,-29.32
"Oligoryzomys nigripes",-49.76,-29.37
"Oligoryzomys nigripes",-50.19,-29.38
"Oligoryzomys nigripes",-50.39,-29.42
"Oligoryzomys nigripes",-50.21,-29.48
"Oligoryzomys nigripes",-50.2,-29.49
"Oligoryzomys nigripes",-50.11,-29.51
"Oligoryzomys nigripes",-52.2,-29.58
"Oligoryzomys nigripes",-53.85,-29.79
"Oligoryzomys nigripes",-51.03,-30.23
"Oligoryzomys nigripes",-50.35,-30.37
"Oligoryzomys nigripes",-50.34,-30.38
"Oligoryzomys nigripes",-35.49,-7.59
"Oxymycterus dasytrichus",-37.29,-10.81
"Oxymycterus dasytrichus",-37.42,-11.26
"Oxymycterus dasytrichus",-39.04,-13.53
"Oxymycterus dasytrichus",-39.23,-13.7
"Oxymycterus dasytrichus",-39.67,-13.86
"Oxymycterus dasytrichus",-43.35,-19.87
"Oxymycterus dasytrichus",-43.37,-19.9
"Oxymycterus dasytrichus",-40.53,-19.95
"Oxymycterus dasytrichus",-40.46,-20.37
"Oxymycterus dasytrichus",-40.45,-20.38
"Oxymycterus dasytrichus",-41.86,-21.87
"Oxymycterus dasytrichus",-42.86,-22.59
"Oxymycterus dasytrichus",-44.09,-22.98
"Oxymycterus dasytrichus",-46.6,-23.37
"Oxymycterus dasytrichus",-46.96,-23.67
"Oxymycterus dasytrichus",-47,-23.74
"Oxymycterus dasytrichus",-48.33,-24.29
"Oxymycterus dasytrichus",-48.6,-25.74
"Oxymycterus dasytrichus",-48.51,-27.6
"Oxymycterus dasytrichus",-46.48,-20.22
"Oxymycterus dasytrichus",-43.63,-19.33
"Oxymycterus dasytrichus",-47.8,-24.62
"Oxymycterus dasytrichus",-47.57,-23.63
"Oxymycterus dasytrichus",-45.07,-23.43
"Oxymycterus dasytrichus",-47.92,-25
"Oxymycterus dasytrichus",-48.4,-24.25
"Oxymycterus dasytrichus",-46.13,-23.85
"Oxymycterus dasytrichus",-44.23,-23.15
"Oxymycterus dasytrichus",-44.6,-23.04
"Oxymycterus dasytrichus",-44.7,-23.22
"Oxymycterus dasytrichus",-43.2,-22.9
"Oxymycterus dasytrichus",-40.6,-19.93
"Oxymycterus dasytrichus",-41.13,-20.33
"Oxymycterus dasytrichus",-41.1,-20.83
"Oxymycterus dasytrichus",-40.18,-19.58
"Oxymycterus dasytrichus",-42.7,-21.88
"Oxymycterus dasytrichus",-43.5,-20.38
"Oxymycterus dasytrichus",-46.6,-20.72
"Oxymycterus dasytrichus",-42.87,-20.75
"Oxymycterus dasytrichus",-48.18,-18.63
"Oxymycterus dasytrichus",-43.42,-19.03
"Oxymycterus dasytrichus",-43.37,-18.6
"Oxymycterus dasytrichus",-43.88,-19.62
"Oxymycterus dasytrichus",-48.95,-16.32
"Oxymycterus dasytrichus",-39.05,-13.48
"Oxymycterus dasytrichus",-41.55,-12.52
"Oxymycterus dasytrichus",-39.05,-16.43
"Oxymycterus dasytrichus",-39.55,-18.08
"Oxymycterus dasytrichus",-40.08,-13.85
"Oxymycterus dasytrichus",-37.75,-11.47
"Oxymycterus dasytrichus",-35.52,-9.15
"Oxymycterus dasytrichus",-36.08,-9.77
"Oxymycterus dasytrichus",-35.43,-7.55
"Oxymycterus dasytrichus",-35.02,-8
"Oxymycterus dasytrichus",-36.48,-8.88
"Oxymycterus delator",-44.56,-21.59
"Oxymycterus delator",-47.95,-15.95
"Oxymycterus delator",-47.93,-15.98
"Oxymycterus delator",-47.85,-15.87
"Oxymycterus delator",-45.9,-15.38
"Oxymycterus delator",-44.17,-8.83
"Oxymycterus delator",-47.23,-10.5
"Oxymycterus delator",-48.01,-15.73
"Oxymycterus delator",-43.97,-20.05
"Oxymycterus delator",-46.29,-13.6
"Oxymycterus delator",-47.71,-14.1
"Oxymycterus delator",-47.7,-14.09
"Oxymycterus delator",-47.89,-15.95
"Oxymycterus delator",-47.61,-15.58
"Oxymycterus delator",-55.88,-15.33
"Oxymycterus delator",-46.48,-20.22
"Oxymycterus delator",-57.05,-15.45
"Oxymycterus delator",-55.45,-24.12
"Oxymycterus delator",-50.48,-10.45
"Oxymycterus delator",-46.85,-11.23
"Oxymycterus delator",-52.89,-18.16
"Oxymycterus delator",-53,-18.12
"Oxymycterus delator",-52.88,-18.25
"Oxymycterus delator",-52.93,-18.06
"Oxymycterus delator",-47.84,-15.88
"Oxymycterus delator",-55.3,-20.56
"Oxymycterus delator",-52.89,-18.26
"Oxymycterus delator",-45.95,-14.78
"Oxymycterus delator",-45.97,-14.82
"Oxymycterus delator",-54.96,-20.93
"Oxymycterus delator",-47.64,-14.12
"Oxymycterus delator",-43.63,-19.33
"Oxymycterus delator",-47.86,-15.94
"Oxymycterus quaestor",-54.58,-25.6
"Oxymycterus quaestor",-55.04,-27
"Oxymycterus quaestor",-55.27,-24.24
"Oxymycterus quaestor",-42.53,-22.28
"Oxymycterus quaestor",-42.97,-22.41
"Oxymycterus quaestor",-43.07,-22.49
"Oxymycterus quaestor",-48.42,-24.33
"Oxymycterus quaestor",-46.96,-23.59
"Oxymycterus quaestor",-49.01,-25.47
"Oxymycterus quaestor",-48.99,-25.49
"Oxymycterus quaestor",-49.06,-25.44
"Oxymycterus quaestor",-50.62,-24.32
"Oxymycterus quaestor",-53.13,-25.62
"Oxymycterus quaestor",-53.38,-25.49
"Oxymycterus quaestor",-48.98,-25.71
"Oxymycterus quaestor",-49.88,-25.78
"Oxymycterus quaestor",-51.66,-25.7
"Oxymycterus quaestor",-52.27,-27.63
"Oxymycterus quaestor",-52.3,-27.39
"Oxymycterus quaestor",-52.25,-27.32
"Oxymycterus quaestor",-50.21,-29.68
"Oxymycterus quaestor",-50.11,-29.49
"Oxymycterus quaestor",-51.53,-28.86
"Oxymycterus quaestor",-53.07,-28.06
"Oxymycterus quaestor",-51.41,-28.99
"Oxymycterus quaestor",-51.84,-28.98
"Oxymycterus quaestor",-50.42,-28.67
"Oxymycterus quaestor",-50.93,-28.51
"Oxymycterus quaestor",-53.89,-27.15
"Oxymycterus quaestor",-50.46,-27.16
"Oxymycterus quaestor",-49.52,-26.25
"Oxymycterus quaestor",-49.85,-28.83
"Oxymycterus quaestor",-50.66,-28.34
"Oxymycterus quaestor",-51.02,-27.61
"Oxymycterus quaestor",-49.13,-27.9
"Oxymycterus quaestor",-49.07,-26.91
"Oxymycterus quaestor",-50.76,-27.9
"Oxymycterus quaestor",-49.48,-26.71
"Oxymycterus quaestor",-52.26,-26.85
"Oxymycterus quaestor",-48.96,-26.93
"Oxymycterus quaestor",-49.52,-27.06
"Oxymycterus quaestor",-49.23,-26.9
"Oxymycterus quaestor",-52.32,-27.29
"Oxymycterus quaestor",-48.93,-26.72
"Oxymycterus quaestor",-52.53,-26.56
"Oxymycterus quaestor",-50.58,-27.66
"Oxymycterus quaestor",-49.24,-26.43
"Oxymycterus quaestor",-52.37,-22.4
"Oxymycterus quaestor",-52.28,-22.52
"Oxymycterus quaestor",-46.96,-23.67
"Oxymycterus quaestor",-48.33,-24.29
"Oxymycterus quaestor",-48.6,-25.66
"Oxymycterus quaestor",-48.6,-25.74
"Oxymycterus quaestor",-51.33,-26.43
"Oxymycterus quaestor",-51.78,-27.14
"Oxymycterus quaestor",-53.03,-27.44
"Oxymycterus quaestor",-48.51,-27.6
"Oxymycterus quaestor",-49.61,-28.62
"Oxymycterus quaestor",-50.11,-29.51
"Oxymycterus quaestor",-52.2,-29.58
"Oxymycterus quaestor",-50.35,-30.38
"Philander quica",-39.14,-14.02
"Philander quica",-43.35,-19.87
"Philander quica",-43.37,-19.9
"Philander quica",-40.53,-19.95
"Philander quica",-40.58,-19.95
"Philander quica",-40.54,-19.97
"Philander quica",-40.58,-19.97
"Philander quica",-40.46,-20.37
"Philander quica",-40.43,-20.39
"Philander quica",-40.6,-20.77
"Philander quica",-42.93,-22.36
"Philander quica",-52.37,-22.4
"Philander quica",-42.97,-22.45
"Philander quica",-42.76,-22.47
"Philander quica",-43.01,-22.47
"Philander quica",-42.79,-22.52
"Philander quica",-42.35,-22.53
"Philander quica",-42.86,-22.53
"Philander quica",-42.8,-22.54
"Philander quica",-42.91,-22.54
"Philander quica",-42.9,-22.58
"Philander quica",-42.86,-22.59
"Philander quica",-43.44,-22.92
"Philander quica",-42.83,-22.95
"Philander quica",-44.09,-22.98
"Philander quica",-45.08,-23.32
"Philander quica",-45.23,-23.43
"Philander quica",-46.96,-23.67
"Philander quica",-47,-23.74
"Philander quica",-47.67,-23.93
"Philander quica",-48.1,-24.22
"Philander quica",-48.33,-24.29
"Philander quica",-47.03,-24.39
"Philander quica",-48.26,-25.15
"Philander quica",-48.89,-25.47
"Philander quica",-48.64,-25.61
"Philander quica",-48.6,-25.66
"Philander quica",-51.33,-26.43
"Philander quica",-49.67,-26.7
"Philander quica",-52.57,-27.22
"Philander quica",-48.51,-27.6
"Philander quica",-49.59,-28.6
"Philander quica",-50.08,-29.17
"Philander quica",-50.39,-29.42
"Philander quica",-50.21,-29.48
"Philander quica",-43.97,-20.05
"Philander quica",-43.97,-20.04
"Philander quica",-43.63,-19.33
"Phyllomys nigrispinus",-44.84,-23.19
"Phyllomys nigrispinus",-50.38,-21.78
"Phyllomys nigrispinus",-46.85,-23
"Phyllomys nigrispinus",-47.63,-23.44
"Phyllomys nigrispinus",-46.62,-23.53
"Phyllomys nigrispinus",-48.05,-23.58
"Phyllomys nigrispinus",-46.77,-23.6
"Phyllomys nigrispinus",-46.99,-23.68
"Phyllomys nigrispinus",-46.95,-23.71
"Phyllomys nigrispinus",-46.7,-23.72
"Phyllomys nigrispinus",-45.89,-23.74
"Phyllomys nigrispinus",-47,-23.74
"Phyllomys nigrispinus",-47,-23.76
"Phyllomys nigrispinus",-47.01,-23.79
"Phyllomys nigrispinus",-47.38,-23.96
"Phyllomys nigrispinus",-48.37,-24.22
"Phyllomys nigrispinus",-47.73,-24.3
"Phyllomys nigrispinus",-47.82,-24.37
"Phyllomys nigrispinus",-47.47,-24.68
"Phyllomys nigrispinus",-47.97,-25.13
"Phyllomys nigrispinus",-49.53,-25.6
"Phyllomys nigrispinus",-52.37,-27.28
"Phyllomys nigrispinus",-48.43,-27.46
"Phyllomys nigrispinus",-48.54,-27.69
"Phyllomys pattoni",-39.07,-14.41
"Phyllomys pattoni",-39.13,-14.66
"Phyllomys pattoni",-39.19,-14.66
"Phyllomys pattoni",-39.27,-14.8
"Phyllomys pattoni",-41.38,-14.82
"Phyllomys pattoni",-39.08,-14.83
"Phyllomys pattoni",-39.32,-14.95
"Phyllomys pattoni",-39.07,-15.3
"Phyllomys pattoni",-39.26,-17.73
"Phyllomys pattoni",-39.23,-17.76
"Phyllomys pattoni",-39.26,-17.79
"Phyllomys pattoni",-39.26,-17.8
"Phyllomys pattoni",-39.56,-17.98
"Phyllomys pattoni",-41.83,-19.83
"Phyllomys pattoni",-42.88,-20.75
"Phyllomys pattoni",-42.86,-20.8
"Phyllomys pattoni",-42.68,-21.87
"Phyllomys pattoni",-39.95,-19.13
"Phyllomys pattoni",-40.2,-19.17
"Phyllomys pattoni",-39.98,-19.53
"Phyllomys pattoni",-39.82,-19.62
"Phyllomys pattoni",-40.35,-20.35
"Phyllomys pattoni",-40.54,-19.97
"Phyllomys pattoni",-40.3,-20.22
"Phyllomys pattoni",-40.52,-20.28
"Phyllomys pattoni",-40.47,-20.28
"Phyllomys pattoni",-41.13,-20.33
"Phyllomys pattoni",-41.26,-21.71
"Phyllomys pattoni",-42.73,-22.2
"Phyllomys pattoni",-42.53,-22.27
"Phyllomys pattoni",-42.83,-22.42
"Phyllomys pattoni",-42.98,-22.43
"Phyllomys pattoni",-42.99,-22.47
"Phyllomys pattoni",-42.85,-22.48
"Phyllomys pattoni",-44.23,-23.15
"Phyllomys pattoni",-45.18,-22.6
"Phyllomys sulinus ",-52.17,-22.52
"Phyllomys sulinus ",-45.13,-23.36
"Phyllomys sulinus ",-45.9,-23.65
"Phyllomys sulinus ",-46.95,-23.7
"Phyllomys sulinus ",-47.12,-23.73
"Phyllomys sulinus ",-47.07,-23.74
"Phyllomys sulinus ",-47,-23.75
"Phyllomys sulinus ",-47,-23.76
"Phyllomys sulinus ",-47.46,-23.89
"Phyllomys sulinus ",-49.3,-25.42
"Phyllomys sulinus ",-50.93,-27.58
"Phyllomys sulinus ",-48.5,-27.6
"Phyllomys sulinus ",-48.8,-27.69
"Phyllomys sulinus ",-48.78,-27.83
"Phyllomys sulinus ",-52.32,-27.27
"Phyllomys sulinus ",-49.83,-29.25
"Rhipidomys itoan",-43.01,-22.47
"Rhipidomys itoan",-42.86,-22.51
"Rhipidomys itoan",-42.83,-22.54
"Rhipidomys itoan",-44.09,-22.98
"Rhipidomys itoan",-45.08,-23.32
"Rhipidomys itoan",-47,-23.74
"Rhipidomys itoan",-48.33,-24.29
"Rhipidomys itoan",-43.03,-22.65
"Rhipidomys itoan",-42.97,-22.62
"Rhipidomys itoan",-42.9,-22.57
"Rhipidomys itoan",-44.33,-23.15
"Rhipidomys itoan",-44.17,-23.13
"Rhipidomys itoan",-44.23,-23.15
"Rhipidomys itoan",-43.97,-23.05
"Rhipidomys itoan",-44.57,-23.32
"Rhipidomys itoan",-44.62,-22.43
"Rhipidomys itoan",-45.42,-23.8
"Rhipidomys itoan",-45.9,-23.65
"Rhipidomys itoan",-47.68,-23.82
"Rhipidomys macrurus",-55.43,-24.15
"Rhipidomys macrurus",-47.93,-15.98
"Rhipidomys macrurus",-47.94,-15.94
"Rhipidomys macrurus",-45.9,-15.38
"Rhipidomys macrurus",-44.17,-8.83
"Rhipidomys macrurus",-47.13,-14.97
"Rhipidomys macrurus",-48.01,-15.73
"Rhipidomys macrurus",-54.56,-20.45
"Rhipidomys macrurus",-46.29,-13.59
"Rhipidomys macrurus",-47.71,-14.1
"Rhipidomys macrurus",-51.72,-17.89
"Rhipidomys macrurus",-47.89,-15.96
"Rhipidomys macrurus",-48.05,-15.49
"Rhipidomys macrurus",-48.05,-15.56
"Rhipidomys macrurus",-48.01,-15.6
"Rhipidomys macrurus",-47.93,-15.68
"Rhipidomys macrurus",-47.26,-15.63
"Rhipidomys macrurus",-47.31,-15.63
"Rhipidomys macrurus",-47.51,-15.9
"Rhipidomys macrurus",-47.57,-15.88
"Rhipidomys macrurus",-47.71,-15.59
"Rhipidomys macrurus",-48.63,-17.85
"Rhipidomys macrurus",-48.33,-17.77
"Rhipidomys macrurus",-47.16,-13.44
"Rhipidomys macrurus",-55.58,-20.45
"Rhipidomys macrurus",-55.29,-20.52
"Rhipidomys macrurus",-55.3,-20.56
"Rhipidomys macrurus",-47.97,-15.73
"Rhipidomys macrurus",-47.96,-15.95
"Rhipidomys macrurus",-47.87,-15.67
"Rhipidomys macrurus",-47.96,-15.63
"Rhipidomys macrurus",-46.85,-11.23
"Rhipidomys macrurus",-47.82,-15.87
"Rhipidomys macrurus",-47.97,-15.96
"Rhipidomys macrurus",-50.72,-18.43
"Rhipidomys macrurus",-55.56,-20.46
"Rhipidomys macrurus",-48.77,-11.33
"Rhipidomys macrurus",-47.84,-15.89
"Rhipidomys macrurus",-47.83,-15.92
"Rhipidomys macrurus",-47.86,-15.94
"Rhipidomys macrurus",-40.88,-4.05
"Rhipidomys macrurus",-40.77,-4.17
"Rhipidomys macrurus",-40.73,-4.27
"Rhipidomys macrurus",-44.4,-15.47
"Rhipidomys macrurus",-44.57,-17.88
"Rhipidomys macrurus",-48.03,-18.9
"Rhipidomys macrurus",-47.67,-19.15
"Rhipidomys macrurus",-47.73,-19.12
"Rhipidomys macrurus",-47.7,-19.17
"Rhipidomys macrurus",-47.55,-19.12
"Rhipidomys macrurus",-47.28,-19.35
"Rhipidomys macrurus",-46.58,-20.3
"Rhipidomys macrurus",-47.92,-15.78
"Rhipidomys macrurus",-46.8,-13.6
"Rhipidomys macrurus",-46.93,-13.85
"Rhipidomys macrurus",-48.97,-16.33
"Rhipidomys macrurus",-48.5,-18
"Rhipidomys macrurus",-55.3,-22.27
"Rhipidomys mastacalis",-37.29,-10.81
"Rhipidomys mastacalis",-37.42,-11.26
"Rhipidomys mastacalis",-39.04,-13.53
"Rhipidomys mastacalis",-39.23,-13.7
"Rhipidomys mastacalis",-39.67,-13.86
"Rhipidomys mastacalis",-39.06,-14.42
"Rhipidomys mastacalis",-39.06,-15.17
"Rhipidomys mastacalis",-39.17,-15.21
"Rhipidomys mastacalis",-39.16,-15.62
"Rhipidomys mastacalis",-38.94,-16.02
"Rhipidomys mastacalis",-39.91,-16.6
"Rhipidomys mastacalis",-39.67,-17.29
"Rhipidomys mastacalis",-40.07,-19.15
"Rhipidomys mastacalis",-42.55,-19.55
"Rhipidomys mastacalis",-43.35,-19.87
"Rhipidomys mastacalis",-40.53,-19.95
"Rhipidomys mastacalis",-40.6,-19.96
"Rhipidomys mastacalis",-40.54,-19.97
"Rhipidomys mastacalis",-40.58,-19.97
"Rhipidomys mastacalis",-40.45,-20.39
"Rhipidomys mastacalis",-44.58,-21.59
"Rhipidomys mastacalis",-42.97,-22.45
"Rhipidomys mastacalis",-46.6,-23.37
"Rhipidomys mastacalis",-46.96,-23.67
"Rhipidomys mastacalis",-43.63,-19.33
"Rhipidomys mastacalis",-43.97,-20.04
"Rhipidomys mastacalis",-44.09,-14.88
"Rhipidomys mastacalis",-35.9,-7.85
"Rhipidomys mastacalis",-36.1,-8.35
"Rhipidomys mastacalis",-35.97,-8.28
"Rhipidomys mastacalis",-36.03,-8.35
"Rhipidomys mastacalis",-36.03,-8.38
"Rhipidomys mastacalis",-36.3,-9.7
"Rhipidomys mastacalis",-39.1,-12.85
"Rhipidomys mastacalis",-40.08,-13.85
"Rhipidomys mastacalis",-39.05,-14.82
"Rhipidomys mastacalis",-39.22,-14.77
"Rhipidomys mastacalis",-39.17,-14.7
"Rhipidomys mastacalis",-39.12,-14.67
"Rhipidomys mastacalis",-40.85,-14.85
"Rhipidomys mastacalis",-39.53,-15.15
"Rhipidomys mastacalis",-39.27,-15.1
"Rhipidomys mastacalis",-39.82,-15.28
"Rhipidomys mastacalis",-39.38,-15.23
"Rhipidomys mastacalis",-39.15,-15.2
"Rhipidomys mastacalis",-39.07,-15.28
"Rhipidomys mastacalis",-39.01,-15.35
"Rhipidomys mastacalis",-39.07,-15.57
"Rhipidomys mastacalis",-39.92,-16.6
"Rhipidomys mastacalis",-39.33,-17.1
"Rhipidomys mastacalis",-39.17,-17.1
"Rhipidomys mastacalis",-39.55,-17.97
"Rhipidomys mastacalis",-39.65,-17.8
"Rhipidomys mastacalis",-40.07,-19.42
"Rhipidomys mastacalis",-40.05,-19.12
"Rhipidomys mastacalis",-42.03,-22.75
"Rhipidomys mastacalis",-42,-16.17
"Rhipidomys mastacalis",-41.08,-16.35
"Rhipidomys mastacalis",-42.22,-16.83
"Rhipidomys mastacalis",-42.77,-17.13
"Rhipidomys mastacalis",-43.9,-18.23
"Rhipidomys mastacalis",-43.6,-18.23
"Rhipidomys mastacalis",-43.38,-18.15
"Rhipidomys mastacalis",-43.62,-19.32
"Rhipidomys mastacalis",-43.58,-19.42
"Rhipidomys mastacalis",-43.88,-19.63
"Rhipidomys mastacalis",-43.93,-19.92
"Rhipidomys mastacalis",-43.9,-19.93
"Rhipidomys mastacalis",-44.18,-20.13
"Rhipidomys mastacalis",-42.65,-19.72
"Sooretamys angouya",-52.37,-22.4
"Sooretamys angouya",-52.28,-22.52
"Sooretamys angouya",-45.08,-23.32
"Sooretamys angouya",-46.96,-23.67
"Sooretamys angouya",-46.95,-23.68
"Sooretamys angouya",-46.95,-23.72
"Sooretamys angouya",-47,-23.74
"Sooretamys angouya",-47.12,-23.77
"Sooretamys angouya",-55.43,-24.15
"Sooretamys angouya",-55.35,-24.54
"Sooretamys angouya",-53.65,-25.07
"Sooretamys angouya",-48.89,-25.47
"Sooretamys angouya",-51.33,-26.43
